24,2024-10-08T16:22:47.642Z,solana,raydium,https://dexscreener.com/solana/3wnq5vszt7p3zqkmkg9gqfpumclb2b8p7jgaoxzufgmi,3wNq5vSzt7P3zqKmkg9GQFpuMCLB2b8P7jgaoxZufGmi,0.00003825,0.005440,5337636,5337636,,Rawr,XD,https://dd.dexscreener.com/ds-data/tokens/solana/DEJiPKx5GActUtB6qUssreUxkhXtL4hTQAAJZ7Ccw8se.png
25,2024-10-08T16:22:49.471Z,solana,raydium,https://dexscreener.com/solana/424kbbjyt6vksn7gekt9vh5yetutr1sbeyoya2nmbjpw,424kbbJyt6VkSn7GeKT9Vh5yetuTR1sbeyoya2nmBJpw,0.0003446,0.04902,44110952,44110952,,SIGMA,SIGMA,https://dd.dexscreener.com/ds-data/tokens/solana/5SVG3T9CNQsm2kEwzbRq6hASqh1oGfjqTtLXYUibpump.png
26,2024-10-08T16:22:50.100Z,ethereum,uniswap,https://dexscreener.com/ethereum/0xe945683b3462d2603a18bdfbb19261c6a4f03ad1,0xe945683B3462D2603a18BDfBB19261C6a4f03aD1,0.0000000003815,0.0000009240,61253349,61438169,v2,BOBO,BOBO,https://dd.dexscreener.com/ds-data/tokens/ethereum/0xb90b2a35c65dbc466b04240097ca756ad2005295.png
27,2024-10-08T16:22:51.081Z,solana,raydium,https://dexscreener.com/solana/hypxcaat9ybu7vya5burgprsa23hmvdkqxtsud5gqwdc,HYpXCaAT9YBu7vYa5BURGprsa23hmvdkqXtSUD5gQWdc,0.0002746,0.03906,34218302,34218302,,mini,mini,https://dd.dexscreener.com/ds-data/tokens/solana/2JcXacFwt9mVAwBQ5nZkYwCyXQkRcdsYrDXn6hj22SbP.png
28,2024-10-08T16:22:51.719Z,solana,raydium,https://dexscreener.com/solana/x131b3frgn4b8ue51eyvrnzwutubgom93uryrnteefy,X131b3frGn4b8ue51EyvrnzWuTuBGoM93uRYrNteEFy,0.0001236,0.01758,17583611,17583611,,SAD HAMSTER,HAMMY,https://dd.dexscreener.com/ds-data/tokens/solana/26KMQVgDUoB6rEfnJ51yAABWWJND8uMtpnQgsHQ64Udr.png
29,2024-10-08T16:22:52.511Z,solana,raydium,https://dexscreener.com/solana/7nkjejnmbo8cnwqhpvunpbqmqztsdogej3rwy5rgevv4,7NKJEjnmbo8CnwQHPVunPbQMqZtSDogej3RwY5rgEVV4,0.000003937,0.0005606,560623,560623,,Apple Cat,acat,https://dd.dexscreener.com/ds-data/tokens/solana/acatzTjUeHDT3SoufN6NMxGUmBFtoqFHnFwusdw8kYX.png
30,2024-10-08T16:22:53.115Z,solana,raydium,https://dexscreener.com/solana/83g6vzjzlrcnhbslatj94vcprimyyqwun6zfl11mcadl,83G6VzJzLRCnHBsLATj94VCpRimyyqwuN6ZfL11McADL,0.0001463,0.02081,20818493,20818493,,nubcat,nub,https://dd.dexscreener.com/ds-data/tokens/solana/GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn.png
31,2024-10-08T16:22:54.011Z,solana,raydium,https://dexscreener.com/solana/c7a1n3xagvquevtpfrbtpjanexrlvovjxvzcz5qerpux,C7a1n3xaGVqUevtpfRbTpJanEXRLVoVjxVZcZ5qeRPux,0.0000002828,0.00004023,40231,40231,,CHAD,CHAD,https://dd.dexscreener.com/ds-data/tokens/solana/C7xGvy9yE6FF2AYgJi2CCdRoUnPZLPhADRJgAQP3pump.png
32,2024-10-08T16:22:54.596Z,solana,raydium,https://dexscreener.com/solana/erfrxgdowwv72ttbss8nk4wxlgfvea7qq1iqz8vsoaxg,ERFrxGDowWv72tTBsS8nk4wXLgfvea7QQ1iQZ8VsoaxG,0.00003721,0.005299,529837,529837,,huh cat,HUHCAT,https://dd.dexscreener.com/ds-data/tokens/solana/6Ra49aqZTbEurJB1UQgAj1TjvbqajGP5um7gsTym8tWm.png
33,2024-10-08T16:22:55.695Z,solana,raydium,https://dexscreener.com/solana/atwmaa6t9t8cq8xccccfpgdnnqyxhscunuy6wvri7fke,AtWMAA6T9t8cq8XCccCFPGDNNQYXhScuNuY6WVRi7FKe,0.0002969,0.04223,41996968,41996968,,LOCK IN,LOCKIN,https://dd.dexscreener.com/ds-data/tokens/solana/8Ki8DpuWNxu9VsS3kQbarsCWMcFGWkzzA8pUPto9zBd5.png
34,2024-10-08T16:22:56.666Z,solana,raydium,https://dexscreener.com/solana/dlxrjezjgm7u35mtrbpg38ccbad2jjrcrhwcszd6bkwf,DLXrjEzjgm7u35MTRbpG38CcBAD2JjRCRhwCszd6bKwf,0.09907,14.10,34893544,34893544,,PUPS,PUPS,https://dd.dexscreener.com/ds-data/tokens/solana/PUPS8ZgJ5po4UmNDfqtDMCPP6M1KP3EEzG9Zufcwzrg.png
35,2024-10-08T16:22:57.237Z,ethereum,uniswap,https://dexscreener.com/ethereum/0xa5b0f8ca80840c474e1554cf2cd6726ce1284d9d,0xA5b0f8Ca80840c474E1554cf2cD6726Ce1284D9d,0.0001105,0.2679,2266889,2266889,v2,Honey Badger,HOBA,https://dd.dexscreener.com/ds-data/tokens/ethereum/0x25cbb21a9da7c3c63bb77ccca5b2e2482aedb710.png
36,2024-10-08T16:22:58.310Z,solana,raydium,https://dexscreener.com/solana/g7ekgxy38naqlzektmcde6gagleo6bzhmbhemhhuwtac,G7ekgXY38naqLzektMCdE6GaGLEo6bzHMbhEmhhuWTaC,0.000002668,0.0003797,3796306,3796306,,el gato,ELGATO,https://dd.dexscreener.com/ds-data/tokens/solana/F47vvwFYuLioQsqEVAjqdY6Yihc8wVRiUcfHGcBR9XUs.png
37,2024-10-08T16:23:00.393Z,ethereum,uniswap,https://dexscreener.com/ethereum/0xc715a91f98a3370c8806b54c1a4738d85753848b,0xC715a91F98a3370c8806B54C1a4738d85753848B,0.000001683,0.004080,4060618,4060618,v2,Lockheed Martin Inu,LMI,https://dd.dexscreener.com/ds-data/tokens/ethereum/0xaf05ce8a2cef336006e933c02fc89887f5b3c726.png
38,2024-10-08T16:23:01.398Z,solana,raydium,https://dexscreener.com/solana/5elrsn6qdqtqsbf8kdw4b8mvpeeazhccwadptzmyszxh,5eLRsN6qDQTQSBF8KdW4B8mVpeeAzHCCwaDptzMyszxH,0.0006080,0.08648,86442409,86442409,,RETARDIO,RETARDIO,https://dd.dexscreener.com/ds-data/tokens/solana/6ogzHhzdrQr9Pgv6hZ2MNze7UrzBMAFyBBWUYp1Fhitx.png
39,2024-10-08T16:23:02.494Z,ethereum,uniswap,https://dexscreener.com/ethereum/0x15abc0a88b462ed37c89fbcd2bc0d6bd8a94f22d,0x15abc0a88b462eD37C89FbCD2Bc0D6bD8a94f22D,0.000006295,0.01525,13550418,13550418,v2,CSI888,CSI,https://dd.dexscreener.com/ds-data/tokens/ethereum/0x888c1a341ce9d9ae9c2d2a75a72a7f0d2551a2dc.png
40,2024-10-08T16:23:03.374Z,ethereum,uniswap,https://dexscreener.com/ethereum/0x3d2823307ddd7e21334ac3d09c5dd73263d81074,0x3d2823307dDD7e21334aC3D09c5dD73263d81074,0.000000002443,0.000005924,2492351,2492351,v2,Snap: first space coin,SNAP,https://dd.dexscreener.com/ds-data/tokens/ethereum/0x284b25d8f199125da962abc9ee6e6b1b6715cae3.png
